Question,Category
"كان عندي انتفاخ بالخصيه وعملت اشاعه وقال لي الطبيب عندك التهاب واعطاني ادويه وقال لي عود الي بعد اسبوع لكي نعمل لك عمليه الدوالي
السؤال هل اذا لم اعمل العمليه...",المسالك البولية
"اختي الصغيرة في عمرها 14 سنة تعاني بعض الاحيان بالام حادة على مستوى السرة. بماذا تنصحونني بما انني عامل في صيدلية
ولكم مني جزيل الشكر",الباطنة والغدد الصماء
اشعر ان رقبتي من الامام صلبه نوعا ماً وعندما احاول الامساك بالاعضاء او الاجزاء الامامية كانها تتحرك وبالفعل اجزاء منها تنضغط وتصدر صوتها شبيه بحركتها او شبيه بكسر,العظام والمفاصل
انا في الثلاثينات من العمر اعاني من تورم من اسفل الاسنان واللثة حتي بداية الوجة وذلك بعد عملية تنظيف وحشو ليزر وبعد 6 شهور حدثت الالام الحادة مع داوء ميجاموس...,طب وصحة الأسنان
منذ سنة اعاني في عيني اليسري بضباب يكون مثل البقعة السوداء في اسفل العين,طب العيون
ما هي الاعراض الجانبية لعلاج التيسابري(natalizumab) لمرضى ال (Multiple sclerosis) وهل ينصح بأخذه كعلاج؟,الأمراض العصبية
سلام عليكم انا عندي بحس انو العين اليسرا اوضح من اليمنى برؤية شو سبب,طب العيون
السلام عليكم انا اشعر بضعف عام في الجسم والم في الجسم والمفاصل صداع حمى داخلية خفيفة اشعر بها في عيني التهاب جيوب انفية طفيف طمام وشعور بالاعياء,أنف وأذن وحنجرة
"مساءالخير
ابنتي في الشهر السادس تكمل ٤ سنوات مشكلتها هي عند الذهاب للحمام لقضاء الحاجة تكون على شكل دوائر صغيرةوعلى عدة مرات باليوم لكنها لاتعاني من إمساك او الم هل...",صحة الطفل
انا جبت اقراص كولو ريلاكس من صيدليه ولقيت مكتوب فوق تاريخ 2015/1 لوسمحت عايز اعرف ده تاريخ انتاج ولا الانتهاء,التغذية والدواء
"اعاني من الجيوب الانفيه مع ضيق في الحلق وصعوبه تنفس وصعوبه عند البلع ودوخه مع انه اللوزتين غير ملتهبه وحاليا باخد في علاج تايفويد حقن sergifex
ما التشخيص",أنف وأذن وحنجرة
مرحبا دكتور عندي مشكل تمدد الجسم تحت الإبط بشكل رهيب واحس كأنة سيتكون ثقب لأن أصبح الجلد شفاف وأحمر ارجو أن تنصحني دكتور ارجووووك,الأورام
ماهي اعراض مرض الجرب وهل يؤذي الجنين اذا كانت المراة المصابة حامل في الشهر الثالث,الجلدية والتجميل
حرقت من ماي حار احترق شوي من وجهي ورقبتي وصدري وايدي اليمين صار لون جلدي اسود وطلعت فقاعات وشلتها ب المستشفئ واليوم ايدي انتفخت حييل وش سبب هالانتفاخ الحرق كان...,الجلدية والتجميل
"احتكاك مفصل الكتف هل يوجد له علاج حديث يخفف من الاحتكاك والالام
وماهي افضل طرق العلاج
علماً اني اعاني من المرض اكثر من خمس سنوات",العظام والمفاصل
دايم احس بضيق التنفس وإنهاك وثقل بالرجلين بالاضافه الى الدوار وهذا عند النوم واذا غفيت دون ان تخف هذي الاعراض اصحى بعد ربع ساعه وانا في حاله خوووووف شديد بالاضافه...,الأمراض العصبية
"انا عندي ms من فتره واخدت علاج ومسكنات كتير بس
الوجع بيزيد عن اول بق في ورم في الوش من كتر الوجع ووجع في الراس من ورا وزغلله في العين...",الأمراض العصبية
السلام عليكم اعاني من حبة حمراء اسفل الثدي ومع مرور الوقت تحولت الى بقعة بنيه والان ظهرت لي مجدداً اسفل الابط مع الم ماذا افعل ؟,الأورام
اني أعاني من الالم بالأذن اليمنى وعندما ذهبت الى أخصائي الاذن قال لي ان اذنك سليمه ولاعرف من أين الالم بماذا تنصحوني,أنف وأذن وحنجرة
"السلام عليكم
اريد نصائح حول مرض البركنسون لابي المصاب به
انه يستعمل هده الادوية
stalevo 150mg
madopar 250mg
sifrol 1,05
مؤخرا لم يعد يجدي معه مع العلم اني اقتنية له...",الأمراض العصبية
أنا أشرب كوب من الحليب يومياً بعد الاستيقاظ، هل شرب الحليب في الصباح مفيد؟,صحة الطفل
انا بستخدم قطرة أوبتيف و ريفريش بلس للترطيب جفاف هل يوجد ضرر علي العين وهل يمكن الشفاء بعد كم من الوقت جزاكم الله خيرا,طب العيون
"السﻻم عليكم
امي (48 سنة) تعاني من السكري والظغط وكليهما منتظم تقريبا (fbg=148 ) ؛ (bp=140 )
مستمرة على عﻻج وهو
metformine 500 1*2
lisinopril 10 1*1
aspirin 100
السؤال...",القلب والأوعية الدموية
السلام عليكم دكتور انا لاستخدم علاج لسكر واتبع حميه صايمه 171واحيان 189 واحيان 200 واحيان 210 ومفطره 300 واحيان 289 واحيان 259هل يلزم اني اخذ علاج اولا وانا معي التبول...,الباطنة والغدد الصماء
كيف يمكن علاج الخراج السني l abcee dentaire بدون اخراج الخراج,طب وصحة الأسنان
"السلام عليكم
هل من الطبيعي لطفل عمره 6 سنوات ان يقتل قطط باستمرار وبطريقة وحشية لمدة ثلاث سنوات ومازال مستمر على حد علمي
لا استطيع اخذه لعيادة
شكرا",صحة الطفل
هل دواء سيبرالكس يؤثر على القلب ويسبب الوفاه حتى الشخص خالي من امراض القلب؟ وهل الدواء تزيد من افكار انتحاريه مع مرور الايام ام تزيلها؟ والاعراض الجانبيه تتغير وتظهر اعراض...,الصحة النفسية
لمذا عندما أذهب إلى طبيب الأسنان وبمجرد أن يبدأ العمل أشعر بأنني سوف أتقيأ وأحياناً لا أستطيع أن أجعله يستمر بالعمل وأشعر أن معدتي ليست بحالة جيدة وفي الفترة الأخيرة...,طب وصحة الأسنان
ابنتي تعاني من انتفاخ بسيط أسفل الرقبة من اليمين من الامام علما انها فحصة وأخبارها انه كيس دهون يأتيها الم فترة البرد من الرقبة الي الكوع ويزيد حجمهايقول انه امر...,الباطنة والغدد الصماء
